9781879097421	Ball, Jessica	Cooperative Learning: A Sourcebook of Lesson Plans for Teacher Education on Cooperative Learning	0.70	pounds
9780880700474	\N	Principles of Decision Making	\N	\N
9781416953913	Blume, Judy	Forever...	0.40	pounds
9780812588293	Sadler, Barry	Run for the Sun	0.30	pounds
9781416953883	Irwin, Terri	Steve & Me	1.00	pounds
9780174245209	Bond, J M	Further Fourth Assessment Papers in Reasoning Answer Book: 4th Year Papers	0.26	pounds
9780947971281	Shannon, Paul	Freight Only Year Book 1989	1.20	pounds
9781848772267	Jonny Duddle	The King of Space	1.41	pounds
9781408824894	Bilal, Parker	TheGolden Scales A Makana Mystery by Bilal, Parker ( Author ) ON Feb-02-2012, Paperback	\N	\N
9781848772298	Cate Cain	The Jade Boy	0.79	pounds
9781848772342	Jonny Duddle	The Pirates Next Door Sound Book	1.23	pounds
9781843282051	I.M.P.	Modern Guitar Anthems: Red Book	\N	\N
9780174245117	Bond, J. M.	Reasoning: 1st Year Papers: Assessment Papers (Bond Assessment Papers in Reasoning)	0.18	pounds
9788834712252	Philip K. Dick	A scanner darkly. Un oscuro scrutare	1.54	pounds
9781848772359	Edward Gibbs	I Spy on the Farm	0.44	pounds
9780276423642	John Man	The War To End Wars 1914-18.	2.20	pounds
9781850789956	Liza Hoeksma	Heart to Heart	0.26	pounds
9788401376542	Allende, Isabel	EVA Luna	0.71	pounds
9788401375934	Vilallonga, Jose Luis de	El sable del caudillo	1.20	pounds
9780715392317	Bygrave-Malin, Lesley	Practical Training for Big Dogs	0.97	pounds
9780975225523	\N	Australian Football. Issue 1 Winter 2004: The Spirit of Football	\N	\N
9781848772373	Colin Stimpson	Jack and the Baked Beanstalk	0.49	pounds
9780307263513	Hastings, Max	Retribution: The Battle for Japan, 1944-45	2.90	pounds
9781593094416	Ray, Shamara	You Might Just Get Burned: A Novel (Zane Presents)	0.62	pounds
9789001188405	Coenen, Josée	Uitgesproken Nederlands: Cursistenboek: Een uitspraakcursus voor Anderstaligen	\N	\N
9781848772403	Jonny Duddle	The Jolley-Rogers and the Ghostly Galleon	0.66	pounds
9780815305248	Guttman, Rosalie A.	Adult Day Care for Alzheimer's Patients: Impact on Family Caregivers (Garland Studies on the Elderly in America)	0.85	pounds
